"","id","puzzle","solution","clues","difficulty","level"
"1149",2070604,".7...152..6..5.8.....2...9...53.....42...8.7.....9...4..8.2....3....6....5.8..6.1",8.74961523962454e+80,25,2.9,"Medium"
"1150",640348,".6.8.....5..9.1..38.1........6..5..4....49...13......73.91.2....75....12........5",4.63827159527962e+80,25,2.9,"Medium"
"1151",681448,".16............3125...3.7...579.....4....3.......1.2.......95.8.6...4.2.98.36....",3.16792485879456e+80,25,3,"Medium"
"1152",1794768,"8.74..1..3...6.....6.....4.43..2..1.....9...69..3......4..7.....25.4...3...9....7",8.97435162314863e+80,24,2.6,"Medium"
"1153",1376023,"...3.152....6...3.....7...9.....68.148..5...6.51.....2..9..7....4.....7.1..5.9..3",8.64391527792685e+80,26,2.7,"Medium"
"1154",27409,"1..69.....8....5.4.4...59...1..6..5.4...7...8....4..2..582.....3..95..7......7...",1.35694782986724e+80,25,2.1,"Medium"
"1155",1532424,".....18...3...6.4....95........6.3.9...2.5..7......1.552.......84..936..7........",2.54371896937827e+80,23,2.6,"Medium"
"1156",1860131,"..89.1..55.1......43....7.....6.4...8..2..4.7.6....32.3...98......16......6.4....",6.78931245521488e+80,25,2,"Medium"
"1157",124636,"..1.7...84..58......2...4...5.2..73...47..18.7...15....6..91..........64..3.5....",6.31974258479582e+80,26,2.6,"Medium"
"1158",382686,"5.....16..1..5.7......7...4.74....5......8.2...9.4.6.72....6....9......5..829....",5.87429163416854e+80,24,3.4,"Medium"
"1159",1506272,"..2..4...5.......2...1.587.794..2.....17.83...6.....9...9.8.........61.....3...2.",3.72864951518973e+80,24,2.1,"Medium"
"1160",759655,"29.1....446......5....8..9...1.6..8....9..1.3.5....7......73....7...65....5..1...",2.9815736446724e+80,24,2.3,"Medium"
"1161",519023,"8......1....451.....48..9..3...7.8.9.6...5.....7..9.6..7..6.5...2..17.8.5.....6..",8.52793416796451e+80,26,3.3,"Medium"
"1162",2048824,"......4.9....8.3.7.2......6...7.5..14.........1.9..5.87.4.2...3....6.....56...7..",8.67253419541689e+80,23,2.6,"Medium"
"1163",1919379,"8...74..5.4.3.9.7......5...3842......7.64.................9..47..1....23.9..3..8.",8.2917436554633e+80,25,3.4,"Medium"
"1164",2244153,"....3461....1.25...1.....2.5.....96....5.......9.71..417..5....69.2..........84..",9.52734618867192e+80,25,3.4,"Medium"
"1165",1034701,".4..2..9.......1....5..72..5..8..3...139..7...2...5....94.1...63.......7........8",7.46521893932684e+80,23,2.5,"Medium"
"1166",2290339,"9.5.37............4.2.1.7.....1.8...7.1...9...6.9.........231.8..3..6..26...5....",9.15237846376584e+80,24,2.7,"Medium"
"1167",2361179,"7..........3....89.6...9..7.....25....2.9..4.3.87.....4....1..28......34.9..53...",7.89234615523617e+80,24,2.4,"Medium"
"1168",2564328,"3.4....2...1.......6.73.4........96..43.....1...45..8......5.18....1.54.7....8...",3.74589126951265e+80,24,2.6,"Medium"
"1169",1793383,".6..7.53.....2...4.4...6...8.6.......39.4........9.82.9...8.4.1..3..7..........53",1.68974532397529e+80,24,2.8,"Medium"
"1170",163170,".4...9.6.7...6...4.1.7.....1..638.....2.....5.6........8.3..91.5..9813.......2...",2.45819763738265e+80,25,3.5,"Medium"
"1171",896106,"47...5.....1.......28...63.....185..1...4...2..6.......8....4....2.9.....9.3...71",4.73625198561983e+80,23,2.4,"Medium"
"1172",2911376,"........99...8...6.56.72.8...3.97...48..1......23...............196.5.7.......23.",7.28164359941584e+80,24,2.1,"Medium"
"1173",65226,"..3.8.7..5....1.9.6...2..5..42..........7...116....94.7.......5..96....2...1.2...",2.93584716578361e+80,24,2.3,"Medium"
"1174",1922101,".....3.4.3...2...1.6....8..21.4...674.3.1..2.......1....48.........52.8...5.....3",9.58163742347929e+80,24,3.5,"Medium"
"1175",1310303,"..3....6...7.64..58...1..726....7......95..24.3................5...2..1..841..5..",9.43572861127865e+80,24,2.6,"Medium"
"1176",2984029,"....8..9.........2...9..14.5......2...18.3.....8.25..6.4.1.6..323.4...........78.",7.12384695964518e+80,24,2.1,"Medium"
"1177",1487300,"...31....76.8..4.5..5....1.....7.6..45...62....7.....31......5....7.3..45....2..8",2.49315867761829e+80,25,2,"Medium"
"1178",2201409,".3..6....7...316..94........2.81....4....9.2........5.2..3.4..5..8.....1.....78.9",8.31465972752932e+80,24,2.3,"Medium"
"1179",475180,"584..3..9..7..8..2......6...751...96.......3...6..5.....87..4......9......1586...",5.84623179167958e+80,25,2.8,"Medium"
"1180",1642666,"8.94........9...5.7.....1.2..2.....968...7....74..5........1......6...21.9..8...3",8.59412637126973e+80,23,2.2,"Medium"
"1181",2272429,"3...1...97......5.69...8.......59.8153......4....7......19....7.....5316........5",3.48512769712693e+80,24,2.4,"Medium"
"1182",1438341,".9..8.....8.1...9.4..6.9.7....47.....67.....8..9....1.83.54.9.....9.81..........2",1.95387246786125e+80,25,2.1,"Medium"
"1183",1267732,"2..9....4...6...8....781.9..5..4..7.8.2..7..3..4......6...1...94.....8.2..3..6...",2.68935714971624e+80,25,2,"Medium"
"1184",1889464,".629...31...8.......83..5.971............7.485....3..6.5...6...63.7...2...1......",4.62975831395861e+80,25,2,"Medium"
"1185",1969581,"..2..6..8834.79..........4........5157...8...9..1..23...9.4...5.8.....7.6....2...",1.52436798834579e+80,25,2,"Medium"
"1186",978446,".......4..59..6..27.4..8.5...149..3.....5.....7.8.....3..1....8..5....131.....42.",2.13579846859346e+80,25,2,"Medium"
"1187",2933510,"6......7..79.1............45..6.9.4.9.6.4...5.3..7...6...95....35....2.7...4.36..",6.45832179279515e+80,26,3.3,"Medium"
"1188",1632884,".....4.....57396....82.69........3....1.6....5..1...7..3..2..6.9......3..4......1",6.9358412721574e+80,23,2.4,"Medium"
"1189",936310,".65.....983........9.3.457.1...6.....5...9..8...5..7.1....9...5......68....4..1.3",4.65712839837956e+80,25,2,"Medium"
"1190",2939351,"...7.8....5...9.38..1.6.....78...........4...51.9.6.4..34..7.......1.8........26.",3.4675812975215e+80,23,2.4,"Medium"
"1191",391551,".9.....7.4.....3...7.9.32.....35...85.8.1.....6.....3...5...71.9..12........7594.",3.92561874451287e+80,26,2.3,"Medium"
"1192",917341,"...3..1...4..21.7...3...4....25.6.8.6........73..8..4..2..9..5..9.83.7...........",2.67354198849622e+80,24,3.9,"Medium"
"1193",1070662,"..8.4..9...537...24.7.5......6.....4.4.86.2.7.8.2......7.5.64....9............1..",3.18642795695372e+80,25,2.2,"Medium"
"1194",1595236,".....7..9.85..2...4....1.5..9.....2............12.4...8.......6..496...7.52...1..",1.26857439985343e+80,22,3.3,"Medium"
"1195",1551356,".5.9..4..1...5.7.8....13.9.7.....3..3.41....5...2.7....7.3.....2.37....4.....58..",8.52976413139453e+80,26,2.4,"Medium"
"1196",908633,"..1..2.6.5.968....7...1........6...94......8...89..15.1............235...4...6.2.",8.31492765529687e+80,24,2.8,"Medium"
"1197",1171746,"..3..9..6.6.....5....42....1..948..3..8...4.....3..7......5.3..2...6..4..357...1.",4.13589276862138e+80,25,3.6,"Medium"
"1198",92939,".8.3...14..25.4..........6.42....8....321........9...39...5..4...76....935.......",5.89326714162575e+80,24,3.7,"Medium"
"1199",1934442,"..275...17...1.2.....8..4..3...9....27.1....59.....1.....48.53..5.....4...627....",6.42753981798614e+80,26,3.3,"Medium"
"1200",43051,"...7.3....6.2......8.......52....61......6.5..7....84...9..17..1..47..3...76.2..5",9.12753486364299e+80,25,2,"Medium"
"1201",2470481,".3.....4.....9.6....26.5.9..6......47........8..1.6..55.......9...84...634.2....1",6.39718542157493e+80,24,2.1,"Medium"
"1202",1186543,"6....5.71...9...5.....8......7.9.5..9.64......4..372..1.37...4..9........6.31...2",6.89245371312976e+80,26,3.3,"Medium"
"1203",2870827,"............5.83..498......1.6....53.82.......39..7..1...6...4...71..6...6.....38",3.75214986621598e+80,24,2.6,"Medium"
"1204",1452916,".....91...8.2...45....3..8...4.7......7.85...39......6.79....2.....6.4.9..15...3.",7.42859163983217e+80,25,2.7,"Medium"
"1205",399127,"5....3..6.7.1.8...8......7..8.4............1.9.6...35.6......31..3.9.....9..4.6..",5.41273896379169e+80,23,3.2,"Medium"
"1206",814113,"....582...8...3.653........6...........1..478.4..9.....9.5..8...3.4....74.1..23.9",7.64958213189244e+80,26,2.5,"Medium"
"1207",887846,"2..8.....91.....8.....2.1.67.1.53.6.3.2....9......75.....4.69..8.317.....4.......",2.74861359916534e+80,26,3.2,"Medium"
"1208",589703,"......7..61...3...53.79.4.........4...3.8.15..91.52..3..2....1..6...8...38..1....",2.49865731617424e+80,26,3.6,"Medium"
"1209",1797839,".2.....7.7..9..........68....9.2...5..5..9..617.....3.....5.2...3.74......4..86..",9.26584371748914e+80,23,3.4,"Medium"
"1210",1527793,"85...3...43..1.7............9...4.......7.61........58..172.43...5.3...2......19.",8.57693241432816e+80,24,2.5,"Medium"
"1211",2375501,"56.......1...9.3..9..4........7.2..621.........48..9.............327..5....9..172",5.68123794142697e+80,23,2.3,"Medium"
"1212",1352090,"..16..32..8.7........4.....9..1.46.3..3........8..214..54...9.......846.7........",4.71695328689723e+80,24,2.3,"Medium"
"1213",931785,"7.5..4.1..2..8.......6...4.8..7.....54.8.29......5...42....6..59.....27.....1..9.",7.35924618426382e+80,25,3,"Medium"
"1214",2588899,".83......6..78....4.....17...8.4...7...6..8.4...9...6389.........6....3....2.96.5",7.83124596619785e+80,25,2.3,"Medium"
"1215",2120823,"2....1..7...6.4....54..8..2.9......8...4.762.5........4..17.9...81.........5.....",2.36951847178625e+80,23,2.7,"Medium"
"1216",1674907,".1.2....9.8..4...66..9.14......7..6.3.....52..675.....2..3......7..1.....5....8..",7.14256389589743e+80,24,2,"Medium"
"1217",1864382,"......8916...2.....91..3...134..2..........5.....17...4.....6....365...2..2.....8",3.27465891648921e+80,23,2.4,"Medium"
"1218",986620,"...3..5...9..5..1.7......4...6.......5...78..2.1..4.6..1......746...9......8..2..",1.24376589693459e+80,22,2.6,"Medium"
"1219",138622,"..28.7.64..1.....84..5..9.......57..7......4..9.6....3.6...81.9..8..3.........3..",9.32817564651349e+80,24,2.1,"Medium"
"1220",1022075,".8.5..7.....1...4.254...........39.73....516..2...63............386.7...6..8...1.",9.81564732763129e+80,25,2.6,"Medium"
"1221",851707,"..19..7....54.....8..53.....6.82.5.....7...19.......2.1...4.8.5.9......22.....3..",6.31982754725417e+80,24,2.7,"Medium"
"1222",1782232,".1...59....2.......58.9..6..3..5..........1.8..12..3.45..67......9.32....8.....9.",7.16425983942387e+80,24,3.7,"Medium"
"1223",2281428,"........9.6.31..7...9...86..94......2.....6.71...32.4...3..8...6....5..4.1.47....",7.21586439468319e+80,25,2.7,"Medium"
"1224",2606785,".5.3...78....78.2.......6....4.3.56.5....9..2.8.6.......7...4..42.........8..1.5.",2.59346178346179e+80,24,2.2,"Medium"
"1225",2141048,"7..26..393.....7..4..8.....8.36....5....7.6.8.7....1.......8.1..9..132.....7.....",7.81265439365195e+80,25,2.4,"Medium"
"1226",474836,".4.3.....6....4.2...3..9...2...7...35...8.6.4...4..2..3.7.....8....16.....2....1.",1.45327986689154e+80,23,3.6,"Medium"
"1227",1850391,"5.836...2.1..7..8.......9..8..52..1.7....4..5.4...6.3...34...........19.........6",5.98361472214976e+80,24,2.3,"Medium"
"1228",2783605,"59.2....1......6.3..2....8...3..6....6.9...1..87..3..9..9....7.....5....3.....8.2",5.96238741841796e+80,23,2.2,"Medium"
"1229",2867982,"....39..........2.4...1.8.62.4........864.....3..9..5..2.....71.7...89.4..9..3...",1.62839745987456e+80,24,2.7,"Medium"
"1230",942938,"52.....3.4.8...7.1..6.7..9....2.4.......81..3...6..28..5......61.....9.....5...7.",5.27149638498327e+80,24,3.9,"Medium"
"1231",1325279,"59......8.......1..6.1.2....246..3.......9.4.9.37...8...8...4...3..94.......27.3.",5.91473268842966e+80,25,2,"Medium"
"1232",2853158,"2......45..5.3.1..........8.2..86.93.79..2........9...........1...54..62.8.2.7...",2.13978645895634e+80,24,2.5,"Medium"
"1233",2637668,"9.....17.2......9.74..16....1.....8..5..937....3.5..........6......72.5.3......21",9.86324175231785e+80,24,3,"Medium"
"1234",2414695,"3...41..86....2.457......9...9....1.....9....51....6...2.3..5..........48..5.4.6.",3.95641278681972e+80,24,3,"Medium"
"1235",2422743,"87..5........2.3.....9.3...2....4169..6.........51.43.6........3......94...7.9.5.",8.73451926941627e+80,24,2.8,"Medium"
"1236",718725,".....2.4.76........9...8..63..67...21....5......2.46...45.....76...5..3...1...8..",5.18762349762944e+80,24,2.2,"Medium"
"1237",250942,"...7.9...3...84.1..7......9..153.6.........92.82....7.1...659...3....86.6....3..1",8.14729536359684e+80,27,2.4,"Medium"
"1238",2347314,".14......6.3...2......5..7...51.43.......9.2.4...65.......98752....2...8...7...3.",7.14932685653817e+80,25,3.4,"Medium"
"1239",84409,"1...6.3.4.7.......326..8.....9.4.2..7....3.......16..36.....1......24...2431....8",1.58762394974532e+80,26,2.3,"Medium"
"1240",1155863,".3...6.7.6...4..9..9.8........418...2..6...3....35..........6.77.1...8....8..5.4.",8.32196475617543e+80,24,3.4,"Medium"
"1241",1828581,"8.6.1.3......7...........2....9...68.4.....9.72...6........1.4.41.78...3...3..7..",8.96512374254674e+80,23,2.1,"Medium"
"1242",2977725,"..8...3.96.2......19.....5......14...4.2.91...1.74.9.....475..37..8...1.2........",4.58127369672954e+80,26,2.9,"Medium"
"1243",1013963,"...4..8.5.46..7......5...2747...8.1..61...7..9...2....3...5.1.9.......4..1..7....",7.23419865546288e+80,25,2.4,"Medium"
"1244",2372439,"..7..6..82..5....7.9..8.4.2...2...6.96...3....3.........14.7.............8.....25",5.47326918218595e+80,22,2.3,"Medium"
"1245",370694,".1...5.9.......4....9.1.3.6.7.......5......83...3...4.2...78...6...5...8.8..9.2.1",3.16245897857936e+80,24,3,"Medium"
"1246",2530859,"..7..2.65.....8..13..6..2.8..1......8.65....7....9....5..34.....7....5......2..16",4.87132965625978e+80,24,3.5,"Medium"
"1247",549638,".....4...792.......5...78.2.1.43.7..5.8..1.....6.8.3.9.8.2..1.......84....5......",8.63924571792816e+80,25,2.6,"Medium"
"1248",975042,"1...47......8..6.1.......3..59..3....1.9..42...4.....58..56...3....7....7..2..86.",1.9364725857284e+80,25,2,"Medium"
"1249",403409,".1..6..9.7.....6..9...42..5.....1...65.....7.2..784.6.......2....4....5...2896...",4.13567892725939e+80,25,2.5,"Medium"
"1250",1680105,"9..4..1..73.....62.6571....5..8...9..............3..2.......6...195...........537",9.82463175731958e+80,23,2.1,"Medium"
"1251",2821773,"...7...29..25...4.61......8.....8..424.6......8..1.5....347....9...3...512.......",4.58761329732589e+80,25,3.1,"Medium"
"1252",493162,".......27....8.9.......2.182837......7...4..6..59.......8.9......4.3.2....1....63",8.36159427412688e+80,24,2.7,"Medium"
"1253",989615,"...4..18.6.....7.22.4..7......8..6...93.4..7..2.3.....3..7....4....9....5....3.9.",9.75426183618936e+80,24,3.4,"Medium"
"1254",608058,".9..1......1.45...52.6.9.7...92.17.........96....5.4.............7....634.612..5.",6.93712548871346e+80,26,3.4,"Medium"
"1255",1111171,"......82.2.6.....73...7....6..92..7547.3..9.....4....1..2......53...9......154...",7.59641823246893e+80,25,2.8,"Medium"
"1256",1466439,"...93.....9.581..3.23.7..1...6..9.5....4.....7.8......472.........1...9..1...52..",1.84932675697581e+80,25,2,"Medium"
"1257",85534,"5..........164...8...3.7..2.98...4.....9.2...67......1......8....943..15.6...8.4.",5.37829164921646e+80,25,2.3,"Medium"
"1258",345303,"....31..72....9......74..3.7......8..2...5....35...9.4....18.9..563........2...4.",4.69831257273659e+80,24,2.1,"Medium"
"1259",33654,"...4..2....9...8..2..8..51.1..2......3...4..975....1..6..71............8...9...3.",3.85461297419528e+80,22,3.9,"Medium"
"1260",360482,"...6.453............95..7.2..8...........3.47.9...782...3......2.5.9.....1.378...",1.27684539536729e+80,24,3.9,"Medium"
"1261",358561,"9....8..5.53......4...5.916...58.....4..96..3.67..4..8........9...6...41.31.2....",9.76148325153963e+80,27,2,"Medium"
"1262",394399,"4.836.9.........3...198....1.....8.7.4..1..2....6.51...73....9...5.......6..32..1",4.28367915697521e+80,26,2.7,"Medium"
"1263",287681,"........43.94..6..2..3.8.5.82........1.74......5..1........3..5..6...7..74.8...1.",6.81597234359413e+80,24,3,"Medium"
"1264",2535613,".6..185....82.34....7.6...3.....9............694.8..5..........7...5..98.8...136.",4.63918572958273e+80,25,2.1,"Medium"
"1265",768958,"7...615.9..2..54......9..2..2..4.3.61.4..9...............5...3...9.....4..7.8....",7.43261589892375e+80,23,3.1,"Medium"
"1266",1485930,"...7.5.....1.3...9.89..4...82...6.......1....7...4..524.......8.....26...5....91.",2.64795183571638e+80,23,2.6,"Medium"
"1267",2701137,"8.9.5.1...3...92.4..143......5...8......9.7..4..6....2...3.5..........7.6.2...4..",8.49256137536179e+80,24,3.1,"Medium"
"1268",2921425,"3..1...5..18.3....2..7.8.......9.384.5.8.......2...6..5...7.......3.9.2...6.....9",3.94126857718935e+80,24,2.1,"Medium"
"1269",2464455,"..52..63.....8...4....61.5..78...1...5...2......13......7..5..6.36.....89.......2",8.95247631761583e+80,24,3.2,"Medium"
"1270",439227,"3.....97..7...2.41..91....6.52.31..74..2.....1....8.5.7..91.5.4................6.",3.21684975876592e+80,26,3.1,"Medium"
"1271",930067,".....1.921.6...45..4.........259.3.......4..5..48..1...31..92.4......7..8......36",5.87341692196287e+80,26,2.4,"Medium"
"1272",1434846,"1.6..9.....5..8....8..2.....9....62.2.1.7..3.......4..83..5...7.....6..3....91..4",1.46539782725648e+80,24,3.3,"Medium"
"1273",2266936,"..73....85...6..........3.285......4.......76..182.....9..74.2.......4.9.2...16..",2.67319548543269e+80,24,2.7,"Medium"
"1274",1367888,"...59..4..1...7.293...8...7....2......86...126..7.3.........1......549...47..8...",7.86592341415368e+80,25,2.2,"Medium"
"1275",333280,"62.8..9..1....7..8...56.7..87.......5..7.6....1.....3....473.893.5..2..1.........",6.27834915153928e+80,26,3.6,"Medium"
"1276",1230699,"5.64...2....35.....9........5.2..3....36..9.8...........4.98..28......1.61..4....",5.36419827182358e+80,23,3.3,"Medium"
"1277",1578330,"..7.......43....2.6..179..8.96..1...3...46......2......58.9...7.....75.........86",8.17423659943866e+80,24,3.6,"Medium"
"1278",1929822,"2.....45...7.....9..5.9...2.8.6......4..21..8...8..195..6..4..1.7.1.5......26..7.",2.93718456467353e+80,27,3.3,"Medium"
"1279",1491877,"....5..7......8...58.21........4...69....153.25.8.3....7..2..91.....6.4.1.2......",4.21659378769438e+80,25,2.8,"Medium"
"1280",1118286,"4...6.....9.52..4...1.....7..2...3...1...8.29.........6.4...5...384..9.6..7....8.",4.75861293396527e+80,24,2.2,"Medium"
"1281",896421,"..162.4......73.8..5....3.........5..7.4....86.9.35...........9.93.682..........3",8.31629475942574e+80,24,2.4,"Medium"
"1282",507915,".......1.5.3.16..8....75......2.......4..39....1.6.7..8.........1...8..5675.....4",9.47832516523917e+80,23,2.4,"Medium"
"1283",73631,"6.1...9.539...128............7..85.....6.27..8.6.4...17.5..........6....9..87....",6.81423975394751e+80,25,2.3,"Medium"
"1284",2618286,"..3......6.52.....1...89.......9..87.57.....6...14...3.......2.9.6.3..7...197.3..",2.93764815685214e+80,25,2,"Medium"
"1285",751783,"3...67..9...85........3..1.4......27.7....4...8...6...2.84...3.9.......2...1...5.",3.51267849694851e+80,23,2.1,"Medium"
"1286",2954897,".7..9...2..8..6...1924......8..4..3......98.....15.4.7...9...24.2....7........69.",3.76895142458217e+80,25,2.7,"Medium"
"1287",570419,".6..7932..5...3........2..8......4.7.....8..6.39..1...32.....745..3......7....9..",4.68579321257184e+80,24,2.1,"Medium"
"1288",2183144,"3....7....14.39.8...71.4...97...........4..1.........38.5....9....6..3.2.3..5...1",3.9856712461424e+80,24,2.6,"Medium"
"1289",2899589,"...7...1...56.3...64...82....3..1..4..95.48..8.....65..7...............53.....42.",9.38742516125694e+80,24,2.3,"Medium"
"1290",2074085,"2...9..5....8763......3.....6.....7.7.92..5..1......9.4.89....1.2...8....93......",2.36491758915876e+80,24,2.8,"Medium"
"1291",127065,"..........5...8..9..35...1......2....859..6.42..6.78.5.......9.37.......84.13....",4.28391567157268e+80,24,2,"Medium"
"1292",2804811,"...28.3.........4..7.1.46.84....31........796.1.......1.2.5........9......68...75",6.41289357238766e+80,24,2.3,"Medium"
"1293",2496459,"..1..7....4....51.5..2..43..3..86.....794.2........1..4.....65.6..7.........9..4.",3.91457826742369e+80,24,2.1,"Medium"
"1294",1893579,"9.5...8...2.569....7...2.....6.5.9...4.3.6......8...24........131...54......7...9",9.65743812821569e+80,25,2.4,"Medium"
"1295",1322766,"..7...6....1..2..9......581.6.359...1.......53...4.8..83.2........5...7...9...1..",9.87135624541863e+80,24,2.1,"Medium"
"1296",519647,"8...974.3......52......1..856..3...2.73....8....2.4.......62..9.521...4..........",8.26597413319847e+80,25,3.8,"Medium"
"1297",323522,"5...............36.4..69..18.4.3.....3.54..7..9..2.....1.....64..2..53.....8...1.",5.26183947189754e+80,24,2.9,"Medium"
"1298",1935012,"......5.8...9.3....9.6..7.4.7.2.....5...8.2.....3...8...5....2.6...4.8.72.......6",3.67124598458973e+80,23,2.6,"Medium"
"1299",2588228,"....8...7.....4265..53........761...4..9...8.2.6.....1..9......5..432....4......8",9.64285137738194e+80,24,2.6,"Medium"
"1300",2327709,"5.8.6.2....9.....7.....9.4.........4.4.2..7.36.13........1429..7...5.1......8....",5.38467291469521e+80,24,2.3,"Medium"
"1301",2683251,".9.27.....1..93...2......1.....8954..2.......9....4....8....7.1.......8....64.95.",3.95271864816493e+80,23,2.7,"Medium"
"1302",1573859,"9...2.5..6.5..4..1.74......7.9.6..8.2..8.5.1.....7...6.9......81...3...2......35.",9.13728564625395e+80,26,3.8,"Medium"
"1303",1528141,"....4....3.28....9...2.....2..9...6...8..5.....7..145....5....3.......2.9.6...1.7",8.69147235342857e+80,22,2.7,"Medium"
"1304",678359,"..9..71..5.2..17.3....4..5..4.......9..45..2...1.82...1.53......26....7.....2...5",4.39567182562892e+80,26,2.9,"Medium"
"1305",123654,".9...6....8.5..4..3.2...1...5.7..8.....4.5.....4.9..672.8........5..3.........73.",5.91246378786531e+80,23,3.7,"Medium"
"1306",2294683,"..2.3..9..9....6811......3...1.5.2.6.....4....7..12....8..4........6..49..53.....",7.62831594394276e+80,24,2.8,"Medium"
"1307",1842236,"7..3.......89...72.1.6.4....5.....39.......8...61...4..8...349.....8......7..9..8",7.65328914348952e+80,24,2.8,"Medium"
"1308",1577050,".....59.6..87......3.2.........1...52.........4.628.1.........932..5.....74...6.8",4.12385976598761e+80,23,2,"Medium"
"1309",2352173,"7.8..4.....2.5..........496....26.1.3..1.........3.8...5....16..6...93..4.......7",7.98614235642954e+80,23,3.8,"Medium"
"1310",1292242,"....2....29.64...8.4.3.7..5......5..1....5.....8...134.3.8......1....79...7......",7.83529641295641e+80,23,2.1,"Medium"
"1311",554624,"..7.4.5..4...7..2....29...6...9.3.4.9.3..1....8.76.............572....9.......36.",2.67348519495177e+80,24,3,"Medium"
"1312",445115,"2......8.3...8.456...4.......5.9...8...........8.215...6.1..7..4..7..8.9.2...3.4.",2.74516983319287e+80,25,2.7,"Medium"
"1313",1071081,"62.47........96.....8.......4....29....6257.............2.5.84.41.8..6..3..2..5..",6.23478915174596e+80,25,2,"Medium"
"1314",2635747,"3......9.6..7..35..2..6......2.1.....5..42......5..83....1..6.79.1..6.........4..",3.17854296698721e+80,23,2.4,"Medium"
"1315",2297333,".6..398...........7....6..1.5...7.3...9....786..9.8.5.42...53.......2.16.8......9",1.62739845598215e+80,26,2.5,"Medium"
"1316",2473022,".......54..93...6.5..7....2.........2.8.3..4.1....453..5....62...3.1.......6.319.",7.32861954419353e+80,25,3.6,"Medium"
"1317",607813,"..8.6.52..4.3...8....94....5..4.1.7..7...3...1...9.......53...9.9.....1........65",9.38167524746326e+80,24,2,"Medium"
"1318",514594,"......6.....7...8181....5....2.469.8...5...4..9....2.5......7..4..137..2.3..5....",9.45218673623796e+80,25,2.7,"Medium"
"1319",1611813,"6.7..9..1....64....54...7...72...4....63..9...4..8.....3.2...75..16...8..........",6.27859341319765e+80,24,2.1,"Medium"
"1320",2444462,"..52.1.........9...6...72.4.86.7...12..4..6.8.3...8...3.7.5.1.26....43.9........5",4.95231876728547e+80,28,3.9,"Medium"
"1321",833504,"5.81...2.........19...76....2..3....7...8.......5.927...745..1.........8..3..2.9.",5.68143927374926e+80,24,2.7,"Medium"
"1322",1425207,"1...8......39.5..7..4...........2...38.46.7..94.....3..2..1..49...6....1.....46.5",1.57286493863945e+80,25,3.1,"Medium"
"1323",2431838,"...8.5..1879......6...2.3...2.4.3.8.7.5.6..3..4.5.1...56.....2.2.....7.....6.....",4.32895671879137e+80,26,2.3,"Medium"
"1324",2351316,"..76.....5...8.......13.5.82......139.6.......3...54..1.5.....6.6.7.9..2......3..",3.87654291521988e+80,24,3.4,"Medium"
"1325",2338071,"..4.7.3...37.5...9.......2......35.........17.6...1....5....8.42.3...6..1...39...",9.24176358637258e+80,23,2,"Medium"
"1326",2262658,".4.6....76.7..4...891....63.2.36..9.4..9....2......83..8..523.9...7.....5........",3.42619587657835e+80,27,2.6,"Medium"
"1327",1874204,"....5..39...........9..8..1..45....6...26..176.3.7....9.74.3.5.4.6...2.....7.....",7.68152439341698e+80,25,2.3,"Medium"
"1328",2404167,".9.5....6..76..5.3....7...1..2...4...3.....8..6...7..2.8..5..9...6...21...38...5.",3.94521876217699e+80,25,3.5,"Medium"
"1329",2869357,"9.1..8.....2.71...5.....7......5.439............3..6.8.....9..6218........58....4",9.71548263432672e+80,23,2.6,"Medium"
"1330",2830883,".741..3...36.....8........45...86........2.67...........86....9.2.7.9.5..5...4...",8.74165392236498e+80,23,3.4,"Medium"
"1331",1321758,"..........74..5..62..6..85..3.....2..6...87.....4......5..67.3...7.1..653.....2.1",6.85793142174825e+80,25,2.5,"Medium"
"1332",2166912,"...648........7...31.....8.........1...5.6..28.71..6..2..9.3...6.8.....55......17",7.25648139489318e+80,24,2.8,"Medium"
"1333",2779073,".6.8.52....57...........6.3.1...4...93..6...84.....1....73..4.1..........8.9...6.",3.69815274245737e+80,23,2,"Medium"
"1334",1029835,"...........713.4.564..5...9.........5..9..3........2.1.8.4.9....7..68.94...7....8",1.52894763897136e+80,24,3.9,"Medium"
"1335",657118,".4....32...6.92.4....34...5...9.8....1....5.7...17.9..32.......6.......38...6.752",1.47685329536793e+80,27,2.1,"Medium"
"1336",2993800,".9...43..1...6..5..8..9..2.6..9...4......758..3.......5.2..89............6..3.1..",2.96754318173862e+80,23,2.2,"Medium"
"1337",415367,"..86....235..1.....2....5.......4.1.7...5..4...9.....8.3.8..7.6....6.....8..7...3",9.78645132354913e+80,23,3,"Medium"
"1338",1196593,"..4.1.....9...3.82.8.5.....15.7........1...3..7.........7..25.1.6..5.3....2...6..",7.24618953695473e+80,23,2,"Medium"
"1339",813523,"5.1.6.............2..8.3..585..76.2.1....8.6.9.......73.5...9.....9.4..279..52.3.",5.31769284487215e+80,28,2.8,"Medium"
"1340",79197,"1.....96..3..7.....6..4..7..9843..21.4.8........6......7...9.......83..232....5..",1.87352964934176e+80,25,3.1,"Medium"
"1341",2362514,"18.79..5....5.....3....4..6..49..2..9...8..7.6..4.1...2..1..7........3.5..6....1.",1.82796453469538e+80,25,3.2,"Medium"
"1342",159441,"23.1.4.8.5.6...1...8......3..7....5.6...73..1..5..9.3..684...2.....1.......8.5...",2.39164587576938e+80,26,2.2,"Medium"
